,ref_time,call_start_time,call_end_time,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Recover Folder,SD Card,Site name
3,2022-08-29 03:25:47.820500000,2022-08-29 03:25:47.820500000,2022-08-29 03:25:47.831800000,1547.8205,1547.8318,25468.0,34162.0,Echolocation,Nyctalus leisleri,0.333,0.695,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
4,2022-08-29 03:29:05.744500000,2022-08-29 03:29:05.744500000,2022-08-29 03:29:05.752000000,1745.7445,1745.752,27187.0,36047.0,Echolocation,Eptesicus serotinus,0.327,0.597,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
5,2022-08-29 03:29:05.868500000,2022-08-29 03:29:05.868500000,2022-08-29 03:29:05.876400000,1745.8685,1745.8764,27187.0,35650.0,Echolocation,Eptesicus serotinus,0.299,0.634,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
6,2022-08-29 03:29:06.238500000,2022-08-29 03:29:06.238500000,2022-08-29 03:29:06.247400000,1746.2385,1746.2474,26328.0,34400.0,Echolocation,Eptesicus serotinus,0.341,0.601,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
7,2022-08-29 03:29:06.483500000,2022-08-29 03:29:06.483500000,2022-08-29 03:29:06.493200000,1746.4835,1746.4932,26328.0,37927.0,Echolocation,Eptesicus serotinus,0.458,0.66,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
8,2022-08-29 03:29:06.678500000,2022-08-29 03:29:06.678500000,2022-08-29 03:29:06.687600000,1746.6785,1746.6876,25468.0,35999.0,Echolocation,Eptesicus serotinus,0.38,0.619,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
9,2022-08-29 03:29:06.800500000,2022-08-29 03:29:06.800500000,2022-08-29 03:29:06.808300000,1746.8005,1746.8083,27187.0,35774.0,Echolocation,Eptesicus serotinus,0.313,0.652,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
10,2022-08-29 03:29:06.923500000,2022-08-29 03:29:06.923500000,2022-08-29 03:29:06.931000000,1746.9235,1746.931,27187.0,36627.0,Echolocation,Eptesicus serotinus,0.417,0.604,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
11,2022-08-29 03:29:07.050500000,2022-08-29 03:29:07.050500000,2022-08-29 03:29:07.058400000,1747.0505,1747.0584,28046.0,35799.0,Echolocation,Eptesicus serotinus,0.308,0.586,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
12,2022-08-29 03:29:07.160500000,2022-08-29 03:29:07.160500000,2022-08-29 03:29:07.168900000,1747.1605,1747.1689,27187.0,38018.0,Echolocation,Eptesicus serotinus,0.425,0.597,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
13,2022-08-29 03:29:07.387500000,2022-08-29 03:29:07.387500000,2022-08-29 03:29:07.395200000,1747.3875,1747.3952,27187.0,36481.0,Echolocation,Eptesicus serotinus,0.372,0.604,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
14,2022-08-29 03:29:07.637500000,2022-08-29 03:29:07.637500000,2022-08-29 03:29:07.647400000,1747.6375,1747.6474,26328.0,34612.0,Echolocation,Eptesicus serotinus,0.336,0.534,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
15,2022-08-29 03:29:12.489500000,2022-08-29 03:29:12.489500000,2022-08-29 03:29:12.498000000,1752.4895,1752.498,27187.0,35202.0,Echolocation,Eptesicus serotinus,0.312,0.577,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
16,2022-08-29 03:29:12.710500000,2022-08-29 03:29:12.710500000,2022-08-29 03:29:12.718500000,1752.7105,1752.7185,27187.0,35960.0,Echolocation,Eptesicus serotinus,0.351,0.554,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
17,2022-08-29 03:29:12.824500000,2022-08-29 03:29:12.824500000,2022-08-29 03:29:12.833200000,1752.8245,1752.8332,27187.0,35279.0,Echolocation,Eptesicus serotinus,0.325,0.612,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
18,2022-08-29 03:29:16.416500000,2022-08-29 03:29:16.416500000,2022-08-29 03:29:16.428500000,1756.4165,1756.4285,25468.0,32090.0,Echolocation,Nyctalus leisleri,0.238,0.506,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
19,2022-08-29 03:29:16.732500000,2022-08-29 03:29:16.732500000,2022-08-29 03:29:16.740500000,1756.7325,1756.7405,28046.0,38559.0,Echolocation,Eptesicus serotinus,0.409,0.552,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
20,2022-08-29 03:29:16.971500000,2022-08-29 03:29:16.971500000,2022-08-29 03:29:16.981000000,1756.9715,1756.981,28906.0,37333.0,Echolocation,Eptesicus serotinus,0.366,0.515,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
21,2022-08-29 03:29:17.488500000,2022-08-29 03:29:17.488500000,2022-08-29 03:29:17.498800000,1757.4885,1757.4988,25468.0,33429.0,Echolocation,Eptesicus serotinus,0.326,0.548,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
22,2022-08-29 03:29:17.767500000,2022-08-29 03:29:17.767500000,2022-08-29 03:29:17.777300000,1757.7675,1757.7773,26328.0,36813.0,Echolocation,Eptesicus serotinus,0.417,0.687,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
23,2022-08-29 03:29:17.897500000,2022-08-29 03:29:17.897500000,2022-08-29 03:29:17.907700000,1757.8975,1757.9077,26328.0,34999.0,Echolocation,Eptesicus serotinus,0.323,0.601,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
24,2022-08-29 03:29:18.006500000,2022-08-29 03:29:18.006500000,2022-08-29 03:29:18.015800000,1758.0065,1758.0158,25468.0,36214.0,Echolocation,Eptesicus serotinus,0.386,0.577,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
25,2022-08-29 03:29:18.131500000,2022-08-29 03:29:18.131500000,2022-08-29 03:29:18.142100000,1758.1315,1758.1421,26328.0,35473.0,Echolocation,Eptesicus serotinus,0.361,0.58,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
26,2022-08-29 03:29:18.363500000,2022-08-29 03:29:18.363500000,2022-08-29 03:29:18.374300000,1758.3635,1758.3743,26328.0,33126.0,Echolocation,Eptesicus serotinus,0.279,0.513,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
27,2022-08-29 03:29:18.473500000,2022-08-29 03:29:18.473500000,2022-08-29 03:29:18.485100000,1758.4735,1758.4851,26328.0,33814.0,Echolocation,Eptesicus serotinus,0.306,0.577,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
28,2022-08-29 03:29:18.579500000,2022-08-29 03:29:18.579500000,2022-08-29 03:29:18.590200000,1758.5795,1758.5902,26328.0,33766.0,Echolocation,Eptesicus serotinus,0.289,0.557,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
29,2022-08-29 03:29:21.293500000,2022-08-29 03:29:21.293500000,2022-08-29 03:29:21.303400000,1761.2935,1761.3034,23750.0,30924.0,Echolocation,Eptesicus serotinus,0.248,0.616,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
30,2022-08-29 03:29:21.572500000,2022-08-29 03:29:21.572500000,2022-08-29 03:29:21.583800000,1761.5725,1761.5838,24609.0,33294.0,Echolocation,Eptesicus serotinus,0.332,0.578,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
31,2022-08-29 03:29:23.298500000,2022-08-29 03:29:23.298500000,2022-08-29 03:29:23.308200000,1763.2985,1763.3082,25468.0,34342.0,Echolocation,Eptesicus serotinus,0.318,0.557,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
32,2022-08-29 03:29:23.456500000,2022-08-29 03:29:23.456500000,2022-08-29 03:29:23.466000000,1763.4565,1763.466,25468.0,34829.0,Echolocation,Eptesicus serotinus,0.369,0.668,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
33,2022-08-29 03:29:23.991500000,2022-08-29 03:29:23.991500000,2022-08-29 03:29:24.001000000,1763.9915,1764.001,27187.0,34648.0,Echolocation,Nyctalus leisleri,0.232,0.506,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
34,2022-08-29 03:29:24.132500000,2022-08-29 03:29:24.132500000,2022-08-29 03:29:24.142700000,1764.1325,1764.1427,26328.0,37508.0,Echolocation,Eptesicus serotinus,0.468,0.646,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
35,2022-08-29 03:29:24.289500000,2022-08-29 03:29:24.289500000,2022-08-29 03:29:24.299400000,1764.2895,1764.2994,26328.0,37249.0,Echolocation,Eptesicus serotinus,0.421,0.59,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
36,2022-08-29 03:29:24.448500000,2022-08-29 03:29:24.448500000,2022-08-29 03:29:24.460100000,1764.4485,1764.4601,26328.0,35671.0,Echolocation,Eptesicus serotinus,0.381,0.554,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
37,2022-08-29 03:29:24.603500000,2022-08-29 03:29:24.603500000,2022-08-29 03:29:24.612700000,1764.6035,1764.6127,25468.0,34932.0,Echolocation,Eptesicus serotinus,0.412,0.575,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
38,2022-08-29 03:29:24.757500000,2022-08-29 03:29:24.757500000,2022-08-29 03:29:24.769200000,1764.7575,1764.7692,26328.0,35790.0,Echolocation,Eptesicus serotinus,0.379,0.558,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
39,2022-08-29 03:29:24.940500000,2022-08-29 03:29:24.940500000,2022-08-29 03:29:24.949800000,1764.9405,1764.9498,27187.0,35919.0,Echolocation,Eptesicus serotinus,0.36,0.529,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
40,2022-08-29 03:29:25.079500000,2022-08-29 03:29:25.079500000,2022-08-29 03:29:25.089400000,1765.0795,1765.0894,27187.0,37988.0,Echolocation,Eptesicus serotinus,0.443,0.58,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
41,2022-08-29 03:29:48.885500000,2022-08-29 03:29:48.885500000,2022-08-29 03:29:48.895900000,1788.8855,1788.8959,26328.0,33656.0,Echolocation,Eptesicus serotinus,0.297,0.509,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
42,2022-08-29 03:29:49.818500000,2022-08-29 03:29:49.818500000,2022-08-29 03:29:49.829200000,1789.8185,1789.8292,26328.0,36441.0,Echolocation,Eptesicus serotinus,0.42,0.595,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
43,2022-08-29 03:29:49.948500000,2022-08-29 03:29:49.948500000,2022-08-29 03:29:49.960900000,1789.9485,1789.9609,25468.0,34817.0,Echolocation,Eptesicus serotinus,0.395,0.545,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
44,2022-08-29 03:29:50.170500000,2022-08-29 03:29:50.170500000,2022-08-29 03:29:50.178600000,1790.1705,1790.1786,25468.0,35505.0,Echolocation,Eptesicus serotinus,0.481,0.627,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
45,2022-08-29 03:29:50.417500000,2022-08-29 03:29:50.417500000,2022-08-29 03:29:50.425400000,1790.4175,1790.4254,27187.0,34104.0,Echolocation,Eptesicus serotinus,0.315,0.548,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
46,2022-08-29 03:29:50.544500000,2022-08-29 03:29:50.544500000,2022-08-29 03:29:50.552700000,1790.5445,1790.5527,26328.0,35696.0,Echolocation,Eptesicus serotinus,0.393,0.556,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
0,2022-08-29 03:30:10.662500000,2022-08-29 03:30:10.662500000,2022-08-29 03:30:10.673000000,10.6625,10.673,27187.0,34529.0,Echolocation,Eptesicus serotinus,0.257,0.51,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1,2022-08-29 03:30:10.771500000,2022-08-29 03:30:10.771500000,2022-08-29 03:30:10.784100000,10.7715,10.7841,25468.0,39274.0,Echolocation,Eptesicus serotinus,0.557,0.673,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
2,2022-08-29 03:30:10.907500000,2022-08-29 03:30:10.907500000,2022-08-29 03:30:10.919100000,10.9075,10.9191,25468.0,39934.0,Echolocation,Eptesicus serotinus,0.609,0.685,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
3,2022-08-29 03:30:11.061500000,2022-08-29 03:30:11.061500000,2022-08-29 03:30:11.072000000,11.0615,11.072,25468.0,38558.0,Echolocation,Eptesicus serotinus,0.578,0.693,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
4,2022-08-29 03:30:11.165500000,2022-08-29 03:30:11.165500000,2022-08-29 03:30:11.174900000,11.1655,11.1749,27187.0,37317.0,Echolocation,Eptesicus serotinus,0.372,0.668,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
5,2022-08-29 03:30:11.333500000,2022-08-29 03:30:11.333500000,2022-08-29 03:30:11.341300000,11.3335,11.3413,27187.0,40068.0,Echolocation,Eptesicus serotinus,0.511,0.634,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
6,2022-08-29 03:30:11.784500000,2022-08-29 03:30:11.784500000,2022-08-29 03:30:11.792300000,11.7845,11.7923,28046.0,37286.0,Echolocation,Eptesicus serotinus,0.406,0.581,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
7,2022-08-29 03:30:18.914500000,2022-08-29 03:30:18.914500000,2022-08-29 03:30:18.925300000,18.9145,18.9253,26328.0,33522.0,Echolocation,Eptesicus serotinus,0.276,0.509,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
8,2022-08-29 03:30:19.178500000,2022-08-29 03:30:19.178500000,2022-08-29 03:30:19.187800000,19.1785,19.1878,27187.0,34066.0,Echolocation,Nyctalus leisleri,0.333,0.605,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
9,2022-08-29 03:30:19.579500000,2022-08-29 03:30:19.579500000,2022-08-29 03:30:19.589600000,19.5795,19.5896,25468.0,35597.0,Echolocation,Eptesicus serotinus,0.399,0.622,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
10,2022-08-29 03:30:19.804500000,2022-08-29 03:30:19.804500000,2022-08-29 03:30:19.814000000,19.8045,19.814,25468.0,33032.0,Echolocation,Eptesicus serotinus,0.322,0.518,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
11,2022-08-29 03:30:19.943500000,2022-08-29 03:30:19.943500000,2022-08-29 03:30:19.953600000,19.9435,19.9536,25468.0,33125.0,Echolocation,Eptesicus serotinus,0.35,0.532,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
12,2022-08-29 03:30:20.071500000,2022-08-29 03:30:20.071500000,2022-08-29 03:30:20.081700000,20.0715,20.0817,25468.0,34339.0,Echolocation,Eptesicus serotinus,0.397,0.548,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
13,2022-08-29 03:30:20.202500000,2022-08-29 03:30:20.202500000,2022-08-29 03:30:20.212900000,20.2025,20.2129,25468.0,35720.0,Echolocation,Eptesicus serotinus,0.404,0.619,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
14,2022-08-29 03:30:20.456500000,2022-08-29 03:30:20.456500000,2022-08-29 03:30:20.468900000,20.4565,20.4689,25468.0,39927.0,Echolocation,Eptesicus serotinus,0.501,0.679,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
15,2022-08-29 03:30:20.710500000,2022-08-29 03:30:20.710500000,2022-08-29 03:30:20.720400000,20.7105,20.7204,25468.0,35230.0,Echolocation,Eptesicus serotinus,0.395,0.572,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
16,2022-08-29 03:30:21.031500000,2022-08-29 03:30:21.031500000,2022-08-29 03:30:21.041800000,21.0315,21.0418,25468.0,34181.0,Echolocation,Eptesicus serotinus,0.385,0.586,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
17,2022-08-29 03:30:36.988500000,2022-08-29 03:30:36.988500000,2022-08-29 03:30:36.997600000,36.9885,36.9976,25468.0,31836.0,Echolocation,Eptesicus serotinus,0.288,0.546,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
41,2022-08-29 03:30:41.382500000,2022-08-29 03:30:41.382500000,2022-08-29 03:30:41.392700000,41.3825,41.3927,24609.0,33053.0,Echolocation,Eptesicus serotinus,0.33,0.57,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
42,2022-08-29 03:30:48.044500000,2022-08-29 03:30:48.044500000,2022-08-29 03:30:48.055200000,48.0445,48.0552,25468.0,33643.0,Echolocation,Eptesicus serotinus,0.346,0.533,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
43,2022-08-29 03:30:48.176500000,2022-08-29 03:30:48.176500000,2022-08-29 03:30:48.189700000,48.1765,48.1897,26328.0,33419.0,Echolocation,Nyctalus leisleri,0.264,0.518,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
44,2022-08-29 03:30:48.440500000,2022-08-29 03:30:48.440500000,2022-08-29 03:30:48.452000000,48.4405,48.452,26328.0,33950.0,Echolocation,Eptesicus serotinus,0.294,0.538,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
45,2022-08-29 03:30:49.627500000,2022-08-29 03:30:49.627500000,2022-08-29 03:30:49.637000000,49.6275,49.637,25468.0,35214.0,Echolocation,Eptesicus serotinus,0.391,0.605,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
46,2022-08-29 03:30:49.904500000,2022-08-29 03:30:49.904500000,2022-08-29 03:30:49.914400000,49.9045,49.9144,25468.0,34942.0,Echolocation,Eptesicus serotinus,0.31,0.597,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
47,2022-08-29 03:31:41.767500000,2022-08-29 03:31:41.767500000,2022-08-29 03:31:41.778900000,101.7675,101.7789,24609.0,31985.0,Echolocation,Nyctalus leisleri,0.254,0.547,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
48,2022-08-29 03:31:42.995500000,2022-08-29 03:31:42.995500000,2022-08-29 03:31:43.008500000,102.9955,103.0085,22890.0,32134.0,Echolocation,Eptesicus serotinus,0.29,0.598,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
49,2022-08-29 03:31:43.143500000,2022-08-29 03:31:43.143500000,2022-08-29 03:31:43.156700000,103.1435,103.1567,23750.0,30089.0,Echolocation,Nyctalus leisleri,0.268,0.594,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
50,2022-08-29 03:31:46.975500000,2022-08-29 03:31:46.975500000,2022-08-29 03:31:46.986300000,106.9755,106.9863,24609.0,35054.0,Echolocation,Eptesicus serotinus,0.447,0.693,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
51,2022-08-29 03:31:47.238500000,2022-08-29 03:31:47.238500000,2022-08-29 03:31:47.254500000,107.2385,107.2545,22890.0,33027.0,Echolocation,Eptesicus serotinus,0.362,0.601,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
52,2022-08-29 03:31:47.393500000,2022-08-29 03:31:47.393500000,2022-08-29 03:31:47.408300000,107.3935,107.4083,24609.0,35900.0,Echolocation,Eptesicus serotinus,0.428,0.585,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_033000.WAV,recover-20220828,UBNA_007,Telephone Field
